"","Start","End","eDNA_Distance","GeographicDistance","TempDistance","OceanResistance","GeographicDistance_scaled","TempDistance_scaled","OceanResistance_scaled"
"106","CORA","RED",0.526785714285714,184756.000113023,2.318,-0.200448443615682,0.553708779534464,0.969756301158025,-1.46932632801246
"107","CORA","SOMB",0.415730337078652,99257.6290682036,0.386000000000003,0.073862326963018,-0.651661388229382,0.161486597172994,0.536420953189311
"108","CORA","STAFE",0.375,124425.565130288,1.081,0.190792441653231,-0.29683966539771,0.452246143896387,1.39140837907757
"109","CORA","SUAR",0.528,190877.4893835,1.806,0.209617349021043,0.640010547144182,0.755556462420791,1.52905520458211
"110","CORA","TOR",0.547619047619048,179372.276396831,1.143,0.11843908402454,0.477808152660781,0.478184405618474,0.862364076356937
"111","CUEV","BAR",0.577981651376147,93130.0394274876,-0.171000000000003,-0.060859579781961,-0.738049159867113,-0.0715393992657572,-0.448659208271337
"112","CUEV","CDOU",0.616541353383459,211233.884182482,3.835,-0.099206685570986,0.926998365906874,1.60440699522909,-0.729051418230978
"113","CUEV","CHAM",0.580152671755725,190258.489336352,2.999,-0.0986378484621906,0.631283782159555,1.25465882104095,-0.724892108401451
"114","CUEV","CMAR",0.448275862068966,169741.609367881,-0.462,-0.216174658322232,0.342033416949408,-0.193281885735551,-1.58431566045724
"115","CUEV","CORA",0.557377049180328,183234.884484689,-1.11,-0.188232922759398,0.532263839967697,-0.464378556637363,-1.38000702168604
"116","CUEV","DAPH",0.441558441558442,106656.050194619,-0.249000000000002,-0.190672547928592,-0.547357224239403,-0.104171405948382,-1.39784544465405
"117","CUEV","EGAS",0.355263157894737,123968.521335738,-0.351000000000003,-0.253740535106888,-0.303283144362044,-0.146844030071816,-1.85899556116922
"118","CUEV","ELI",0.53763440860215,200877.187652543,3.136,-0.0585794184732156,0.780987946278789,1.31197401226556,-0.431986777451106
"119","CUEV","GARD",0.434343434343434,86677.1583135663,0.0729999999999968,0.0542111138417554,-0.829022944464367,0.0305402113824559,0.392732219396116
"120","CUEV","PCAL",0.472727272727273,176065.007283023,-0.938000000000002,-0.227326611024135,0.431181726006861,-0.392420798311574,-1.66585820712701
"121","CUEV","PESP",0.457142857142857,215702.210048862,3.167,-0.0591592226824904,0.989993562579786,1.3249431431266,-0.436226278196661
"122","CUEV","PIN",0.517241379310345,216477.630324495,-0.839000000000002,-0.244660942656914,1.00092556580166,-0.351003251368242,-1.79260601389576
"123","CUEV","PLAZ",0.521739130434783,81285.5726333173,-0.244,-0.15415668536526,-0.905034410606899,-0.102079610648213,-1.13084319788617
"124","CUEV","PMAN",0.561538461538462,191730.655167723,2.317,-0.064188207539962,0.652038619397396,0.969337942097991,-0.472997975800072
"125","CUEV","PMOR",0.563636363636364,168033.452294384,4.018,-0.0749079098349126,0.317951536171016,1.68096670321525,-0.551379928094654
"126","CUEV","PROJ",0.485981308411215,102317.638314987,-0.495000000000001,-0.253065375263302,-0.608520872052522,-0.207087734716662,-1.8540588245701
"127","CUEV","PVIC",0.547619047619048,237687.628164734,2.513,-0.186641347463851,1.29994762133951,1.05133631786459,-1.36836949897727
"128","CUEV","RED",0.571428571428571,227369.808136206,1.208,-0.229851615348529,1.15448528905456,0.505377744520662,-1.68432091840878
"129","CUEV","SOMB",0.438202247191011,104692.663014474,-0.724,-0.216606895880424,-0.575037381250537,-0.30289195946437,-1.5874761608829
"130","CUEV","STAFE",0.4375,65664.5084113361,-0.0289999999999999,-0.140830105560715,-1.1252627561508,-0.0121324127409761,-1.03339988148159
"131","CUEV","SUAR",0.512,77108.7795354578,0.695999999999998,0.0550936727495886,-0.963919530119206,0.291177905783427,0.399185448068662
"132","CUEV","TOR",0.380952380952381,62817.5887540066,0.0329999999999977,-0.137253190799418,-1.1653991000721,0.0138058489811098,-1.00724565121777
"133","DAPH","BAR",0.688073394495413,115059.064292759,0.0779999999999994,0.0723283168922271,-0.428890142476087,0.0326320066826253,0.525204344660474
"134","DAPH","CDOU",0.661654135338346,197378.024671567,4.084,-0.153669991626442,0.731656168165717,1.70857840117747,-1.12728451646308
"135","DAPH","CHAM",0.656488549618321,212837.53110184,3.248,-0.0159722270838568,0.949606845256816,1.35883022698933,-0.120445024611577
"136","DAPH","CMAR",0.612068965517241,109412.224228334,-0.212999999999997,-0.158680655131523,-0.508500227119963,-0.0891104797871684,-1.16392224921098
"137","DAPH","CORA",0.655737704918033,93090.5444246003,-0.861000000000001,-0.147978859975666,-0.738605966946293,-0.360207150688982,-1.08567123306402
"138","DAPH","CUEV",0.601851851851852,106656.050194618,0.249000000000002,0.19030939366517,-0.547357224239417,0.104171405948382,1.38787635521026
"139","DAPH","EGAS",0.486842105263158,63541.2752317174,-0.102,-0.104333975526886,-1.15519644848486,-0.0426726241234334,-0.766541918029013
"140","DAPH","ELI",0.67741935483871,223456.229418031,3.385,0.0163553642574372,1.09931100937605,1.41614541821394,0.115932782587938
"141","DAPH","GARD",0.565656565656566,136016.337532812,0.321999999999999,0.152122448742202,-0.13343104012672,0.134711617330838,1.10865523387018
"142","DAPH","PCAL",0.590909090909091,82198.8905900042,-0.689,-0.252304003517478,-0.892158303083209,-0.288249392363192,-1.84849171065056
"143","DAPH","PESP",0.571428571428571,198177.309218145,3.416,-0.135029529996548,0.742924613824111,1.42911454907498,-0.990986349403761
"144","DAPH","PIN",0.629310344827586,125034.853576517,-0.59,-0.291990881734194,-0.288249816168154,-0.24683184541986,-2.13868027274978
"145","DAPH","PLAZ",0.601449275362319,27984.5749673343,0.00500000000000256,0.0530971622661054,-1.65648068629029,0.00209179530016938,0.384587058564345
"146","DAPH","PMAN",0.653846153846154,214309.696933211,2.566,0.0144430125628595,0.970361682494659,1.07350934804637,0.101949758137207
"147","DAPH","PMOR",0.7,190612.494059872,4.267,0.0143866452757468,0.636274599268278,1.78513810916363,0.101537603220225
"148","DAPH","PROJ",0.532710280373832,39744.7586191609,-0.245999999999999,-0.0370960815671683,-1.49068367322317,-0.10291632876828,-0.274901641860036
"149","DAPH","PVIC",0.666666666666667,172321.405513158,2.762,-0.179710535743249,0.378403809442605,1.15550772381297,-1.31769173398907
"150","DAPH","RED",0.660714285714286,162003.586226211,1.457,-0.237666181097107,0.232941487612581,0.609549150469043,-1.74146065073105
"151","DAPH","SOMB",0.50561797752809,23745.5776951812,-0.474999999999998,-0.0601016490279414,-1.71624277053406,-0.198720553515988,-0.443117254719871
"152","DAPH","STAFE",0.489583333333333,57043.1004615369,0.220000000000002,0.070038941836902,-1.24680879053504,0.0920389932074061,0.508464543364367
"153","DAPH","SUAR",0.648,129642.089343229,0.945,0.151329526864462,-0.223296244758728,0.395349311731809,1.1028574268897
"154","DAPH","TOR",0.5,87766.7867765936,0.282,0.0877552953692056,-0.813661182278384,0.117977254929492,0.63800567605581
"155","EGAS","BAR",0.688073394495413,115835.655514661,0.18,0.130421612177894,-0.417941631060153,0.0753046308060589,0.949979751143641
"156","EGAS","CDOU",0.654135338345865,141049.075698222,4.186,-0.155932655169938,-0.0624786655654348,1.7512510253009,-1.14382900445773
"157","EGAS","CHAM",0.679389312977099,161489.167465168,3.35,-0.125093048547204,0.225689126886618,1.40150285111276,-0.918331270605039
"158","EGAS","CMAR",0.560344827586207,49319.4507558268,-0.110999999999997,-0.290855737716037,-1.35569808079579,-0.046437855663735,-2.1303801537884
"159","EGAS","CORA",0.598360655737705,121182.880825793,-0.759,0.0083748844886169,-0.342555564734147,-0.317534526565548,0.0575798948568867
"160","EGAS","CUEV",0.546296296296296,123968.521335738,0.351000000000003,0.253969147023503,-0.303283144362044,0.146844030071816,1.85335343783111
"161","EGAS","DAPH",0.493506493506494,63541.2752317175,0.102,0.105628718258706,-1.15519644848486,0.0426726241234334,0.768695292401369
"162","EGAS","ELI",0.698924731182796,194649.240746943,3.487,-0.0666603880204614,0.693185321331792,1.45881804233737,-0.491074441652802
"163","EGAS","GARD",0.515151515151515,189423.640584357,0.424,0.184970110626065,0.619513946454473,0.177384241454272,1.34883577209112
"164","EGAS","PCAL",0.554545454545455,74496.0124158563,-0.587,-0.1237731368006,-1.00075475285849,-0.245576768239759,-0.908680138819028
"165","EGAS","PESP",0.571428571428571,141848.3602448,3.518,-0.129494379829776,-0.0512102199070408,1.47178717319842,-0.95051359518188
"166","EGAS","PIN",0.586206896551724,97683.4206532497,-0.488,-0.237794023539018,-0.673854838678088,-0.204159221296426,-1.74239542857351
"167","EGAS","PLAZ",0.615942028985507,90952.875702617,0.107000000000003,0.0973665750142755,-0.768743173942784,0.0447644194236029,0.708282894760345
"168","EGAS","PMAN",0.661538461538462,165419.864582253,2.668,-0.103669358432967,0.281104744582608,1.11618197216981,-0.761682269513003
"169","EGAS","PMOR",0.7,191389.085281774,4.369,0.0497545386711726,0.647223110684212,1.82781073328706,0.360145954142987
"170","EGAS","PROJ",0.570093457943925,25975.7168098668,-0.143999999999998,0.203198684853046,-1.68480190065601,-0.0602437046448463,1.48212223809032
"171","EGAS","PVIC",0.642857142857143,115992.456539814,2.864,-0.195041115804649,-0.415731024288533,1.1981803479364,-1.42978820476391
"172","EGAS","RED",0.589285714285714,105674.636511286,1.559,-0.290366875238773,-0.561193356573489,0.652221774592477,-2.12680561465316
"173","EGAS","SOMB",0.460674157303371,41040.6391375889,-0.372999999999998,0.132521767400731,-1.47241413546694,-0.156047929392554,0.965335986042549
"174","EGAS","STAFE",0.5625,120011.40119682,0.322000000000003,0.0927750108454944,-0.359071278187528,0.13471161733084,0.674709596385778
"175","EGAS","SUAR",0.616,181245.969448069,1.047,0.184684586703713,0.504223787016256,0.438021935855242,1.34674803477856
"176","EGAS","TOR",0.571428571428571,88792.3256601343,0.384,0.148981214599431,-0.79920296557793,0.160649879052926,1.08568667952509
"177","ELI","BAR",0.559633027522936,110252.20485986,-3.307,0.0477442771792102,-0.49665804132896,-1.38351341153132,0.345447017920023
"178","ELI","CDOU",0.646616541353384,79076.9028433212,0.698999999999998,-0.0722705658398869,-0.936172602396622,0.292432982963528,-0.532095794495172
"179","ELI","CHAM",0.625954198473282,62774.6024325936,-0.137,-0.10098843427178,-1.16600512833696,-0.0573151912246115,-0.742079479815519
"180","ELI","CMAR",0.646551724137931,146708.891915192,-3.598,-0.0176825396238854,0.0173143590219623,-1.50525589800111,-0.13295074839315
"181","ELI","CORA",0.721311475409836,278622.100066746,-4.246,0.0647929363213379,1.87704857263117,-1.77635256890292,0.470106001051886
"182","ELI","CUEV",0.601851851851852,200877.187652542,-3.136,0.0592004614798254,0.780987946278774,-1.31197401226556,0.429214091540317
"183","ELI","DAPH",0.61038961038961,223456.229418031,-3.385,-0.0164700732830955,1.09931100937605,-1.41614541821394,-0.124085252293753
"184","ELI","EGAS",0.631578947368421,194649.240746943,-3.487,0.0696595882945666,0.693185321331792,-1.45881804233737,0.505690728342272
"185","ELI","GARD",0.616161616161616,286336.83863105,-3.063,0.0584087664271859,1.98581223214738,-1.2814338008831,0.423425255046501
"186","ELI","PCAL",0.690909090909091,219531.471311868,-4.074,0.0478629414368679,1.04397912083775,-1.70439481057713,0.346314685316643
"187","ELI","PESP",0.504761904761905,53200.9552246535,0.0309999999999988,-0.0885369203320017,-1.30097598918643,0.012969130861043,-0.651034603309691
"188","ELI","PIN",0.732758620689655,201634.034572797,-3.975,-0.0404019730676304,0.79165809926638,-1.6629772636338,-0.299074162957225
"189","ELI","PLAZ",0.673913043478261,240943.49875249,-3.38,-0.0159671754193812,1.34584942307704,-1.41405362291377,-0.120408087081687
"190","ELI","PMAN",0.484615384615385,37317.8833873664,-0.818999999999999,-0.0941957189768616,-1.52489816140045,-0.342636070167567,-0.692411469310436
"191","ELI","PMOR",0.545454545454545,33055.8968947919,0.881999999999998,-0.0229582270836103,-1.58498435147381,0.368992690949688,-0.171526323666734
"192","ELI","PROJ",0.644859813084112,206080.330106292,-3.631,-0.0285946538827027,0.854342708664693,-1.51906174698222,-0.212739607797439
"193","ELI","PVIC",0.587301587301587,80756.1779335356,-0.623000000000001,-0.109643805547309,-0.912497904592704,-0.260637694400971,-0.805367142079234
"194","ELI","RED",0.714285714285714,118756.951219679,-1.928,-0.0960314947987388,-0.376756721324277,-0.806596267744897,-0.705834574629481
"195","ELI","SOMB",0.629213483146067,216385.622838086,-3.86,-0.022604499164735,0.999628429049547,-1.61486597172993,-0.168939881982099
"196","ELI","STAFE",0.645833333333333,239029.730814882,-3.165,-0.00558908758079554,1.31886880634919,-1.32410642500654,-0.0445240034111762
"197","ELI","SUAR",0.68,276768.459852943,-2.44,0.0588217171881037,1.85091564649257,-1.02079610648213,0.426444731329674
"198","ELI","TOR",0.535714285714286,140225.681106829,-3.103,0.018645372726416,-0.0740870186209913,-1.29816816328445,0.132677215374493
"199","GARD","BAR",0.568807339449541,178589.690405996,-0.244,-0.0584932053079466,0.466775126001502,-0.102079610648213,-0.431356390895459
"200","GARD","CDOU",0.661654135338346,296693.535160991,3.762,-0.0863982252407212,2.1318226517755,1.57386678384663,-0.63539656672948
"201","GARD","CHAM",0.641221374045801,275718.14031486,2.926,-0.0854328713438261,1.83610806802816,1.22411860965849,-0.628337945042807
"202","GARD","CMAR",0.46551724137931,235199.288353758,-0.534999999999997,-0.210422041089481,1.26486659536491,-0.223822097118007,-1.5422527974131
