"","Start","End","Flat","Flon","Tlat","Tlon","Calcdistance"
"392","BAR","PVIC",-1.03875,-91.1563666666667,-0.0453666666666667,-91.5430166666667,151033.592675349
"393","CDOU","PVIC",-0.302816666666667,-91.6517333333333,-0.0453666666666667,-91.5430166666667,31429.0214485289
"394","CHAM","PVIC",-0.469583333333333,-91.6111833333333,-0.0453666666666667,-91.5430166666667,51869.1145957375
"395","CMAR","PVIC",-0.00133333333333333,-91.22385,-0.0453666666666667,-91.5430166666667,68052.1077080846
"396","CORA","PVIC",0.311316666666667,-89.97515,-0.0453666666666667,-91.5430166666667,199965.315859624
"397","CUEV","PVIC",-1.25335,-90.3741,-0.0453666666666667,-91.5430166666667,237687.628164874
"398","DAPH","PVIC",-0.4258,-90.3721166666667,-0.0453666666666667,-91.5430166666667,172321.405513164
"399","EGAS","PVIC",-0.2596,-90.8687833333333,-0.0453666666666667,-91.5430166666667,115992.45653982
"400","ELI","PVIC",-0.59505,-91.0859,-0.0453666666666667,-91.5430166666667,80756.1779335688
"401","GARD","PVIC",-1.36546666666667,-89.6393166666667,-0.0453666666666667,-91.5430166666667,303145.306793612
"402","PCAL","PVIC",0.286433333333333,-90.5018166666667,-0.0453666666666667,-91.5430166666667,140874.687104744
"403","PESP","PVIC",-0.272283333333333,-91.4353833333333,-0.0453666666666667,-91.5430166666667,28203.9462428994
"404","PIN","PVIC",0.603883333333333,-90.7898333333333,-0.0453666666666667,-91.5430166666667,122977.250365673
"405","PLAZ","PVIC",-0.567566666666667,-90.1736166666667,-0.0453666666666667,-91.5430166666667,200305.976587239
"406","PMAN","PVIC",-0.458566666666667,-91.3908333333333,-0.0453666666666667,-91.5430166666667,51526.8017688933
"407","PMOR","PVIC",-0.7223,-91.3450666666667,-0.0453666666666667,-91.5430166666667,80882.9636569216
"408","PROJ","PVIC",-0.40895,-90.7155333333333,-0.0453666666666667,-91.5430166666667,139909.702928558
"409","PVIC","PVIC",-0.0453666666666667,-91.5430166666667,-0.0453666666666667,-91.5430166666667,0
"410","RED","PVIC",0.2706,-91.6264833333333,-0.0453666666666667,-91.5430166666667,40100.1645251779
"411","SOMB","PVIC",-0.350816666666667,-90.5685,-0.0453666666666667,-91.5430166666667,154974.630092415
"412","STAFE","PVIC",-0.799483333333333,-90.04745,-0.0453666666666667,-91.5430166666667,229364.502081472
"413","SUAR","PVIC",-1.35056666666667,-89.7104333333333,-0.0453666666666667,-91.5430166666667,294967.635657313
"414","TOR","PVIC",-1.01171666666667,-90.8767,-0.0453666666666667,-91.5430166666667,181007.068922318
"415","BAR","RED",-1.03875,-91.1563666666667,0.2706,-91.6264833333333,183384.971594777
"416","CDOU","RED",-0.302816666666667,-91.6517333333333,0.2706,-91.6264833333333,63780.4032224507
"417","CHAM","RED",-0.469583333333333,-91.6111833333333,0.2706,-91.6264833333333,84220.4935151657
"418","CMAR","RED",-0.00133333333333333,-91.22385,0.2706,-91.6264833333333,57734.2876795512
"419","CORA","RED",0.311316666666667,-89.97515,0.2706,-91.6264833333333,184756.000113023
"420","CUEV","RED",-1.25335,-90.3741,0.2706,-91.6264833333333,227369.808136341
"421","DAPH","RED",-0.4258,-90.3721166666667,0.2706,-91.6264833333333,162003.586226211
"422","EGAS","RED",-0.2596,-90.8687833333333,0.2706,-91.6264833333333,105674.636511286
"423","ELI","RED",-0.59505,-91.0859,0.2706,-91.6264833333333,118756.951219718
"424","GARD","RED",-1.36546666666667,-89.6393166666667,0.2706,-91.6264833333333,292827.486765078
"425","PCAL","RED",0.286433333333333,-90.5018166666667,0.2706,-91.6264833333333,125665.334188732
"426","PESP","RED",-0.272283333333333,-91.4353833333333,0.2706,-91.6264833333333,65956.0714245173
"427","PIN","RED",0.603883333333333,-90.7898333333333,0.2706,-91.6264833333333,101875.904501931
"428","PLAZ","RED",-0.567566666666667,-90.1736166666667,0.2706,-91.6264833333333,189988.157300286
"429","PMAN","RED",-0.458566666666667,-91.3908333333333,0.2706,-91.6264833333333,89527.5750550426
"430","PMOR","RED",-0.7223,-91.3450666666667,0.2706,-91.6264833333333,118883.736943071
"431","PROJ","RED",-0.40895,-90.7155333333333,0.2706,-91.6264833333333,129591.882900025
"432","PVIC","RED",-0.0453666666666667,-91.5430166666667,0.2706,-91.6264833333333,40100.1645251779
"433","RED","RED",0.2706,-91.6264833333333,0.2706,-91.6264833333333,0
"434","SOMB","RED",-0.350816666666667,-90.5685,0.2706,-91.6264833333333,144656.810063881
