"","journeyID","pathPoints2_oct_surf","pathPoints2_oct_20","pathPoints2_oct_50","pathPoints2_year_surf","pathPoints2_year_20","pathPoints2_year_50","pathPoints2old_oct_surf","pathPoints2old_oct_20","pathPoints2old_oct_50","pathPoints2old_year_surf","pathPoints2old_year_20","pathPoints2old_year_50"
"11","BAR_PESP",-0.0552707792052181,-0.0231640165083228,-0.00336066030488749,-0.0594557932395005,-0.0188108849466064,-0.00295441372003061,-0.0568266951417125,-0.024378199773734,-0.00533356775327221,-0.0600166318727859,-0.018228040620607,-0.0031216321743852
"12","BAR_PIN",-0.188078431954449,-0.157833009555593,-0.0710109725901983,-0.210650399031982,-0.162279403510295,-0.0682633509096881,-0.182733953627635,-0.15307795908629,-0.0707297225357406,-0.206570734678968,-0.160857114451722,-0.0687311195078286
"13","BAR_PLAZ",-0.069372928360631,-0.101393762798741,-0.0442549053520903,-0.121135880545683,-0.126769153985797,-0.0574781469525949,-0.0683463430329328,-0.100467061289468,-0.0362838787809926,-0.117363277464894,-0.12485951927447,-0.056071652409392
"14","BAR_PMAN",-0.0535576946875641,-0.026192524942844,-0.00933433014587712,-0.0588211462046731,-0.0202585684913897,-0.00866266882635611,-0.0725260117994471,-0.0338246878110468,-0.0104838970030398,-0.0715593420797005,-0.0227953549131007,-0.00672139827943849
"15","BAR_PMOR",-0.0774440140395335,-0.0399551424822971,-0.0129866474534976,-0.0718911072860959,-0.0257619207500784,-0.00772416553284381,-0.096331742079572,-0.0490034388580605,-0.0165976369908754,-0.0860944141692369,-0.0302172565035314,-0.00877437810421958
"16","BAR_PROJ",-0.109662009436965,-0.0901624738765235,-0.0416105011930233,-0.144336658771979,-0.104501352604467,-0.0451930573088813,-0.114457176961608,-0.0888277339154301,-0.0433506438844575,-0.149213641963885,-0.105246566308334,-0.0457624845109908
"17","BAR_PVIC",-0.0969542776802542,-0.0425317910941009,0.028201311139155,-0.0761362240825068,-0.0140688615612677,0.0357528519078989,-0.106947428746762,-0.0393831431225981,0.0421433838569547,-0.0802507050988209,-0.00899382565097671,0.0464844916336213
"18","BAR_RED",-0.0872658037672687,-0.0279419162337923,0.0641866773148174,-0.0769844192048431,-0.00886287436541784,0.0604785198304147,-0.105314311109047,-0.034369488964621,0.0660899808432885,-0.0883923272651727,-0.0116837608535303,0.0614881388876821
"19","BAR_SOMB",-0.0933904297616859,-0.0806180915780739,-0.0427086331148522,-0.137666174684854,-0.108525487439351,-0.0533707424559859,-0.0984617108351633,-0.0855744843184275,-0.0460346220122264,-0.142124411213672,-0.112551263940215,-0.0542542312304443
"20","BAR_STAFE",-0.0588515065125638,-0.105364421362247,-0.042015123463912,-0.113404155859201,-0.136561548585773,-0.0653675250526152,-0.0520168183815397,-0.102064808717432,-0.0297527037507901,-0.105728739566507,-0.136004283257735,-0.0666356213382965
"21","BAR_SUAR",0.0725991597274585,-0.000841598639325264,0.000649783805140084,0.0590340418571911,-0.00907262029459674,-0.00682812018822275,0.0569163473114681,-0.0126001783035816,0.00521391464724137,0.0334125883688916,-0.0256076035683663,-0.00929138438319678
"22","BAR_TOR",-0.0883628779420207,-0.127798113881449,-0.0644917702642131,-0.142048714706126,-0.14762576694624,-0.0620098207923211,-0.0770832305224816,-0.116542943898233,-0.0600426496382923,-0.128920554077038,-0.137341315241838,-0.0583273153398855
"23","CDOU_BAR",0.115575721946618,0.0433864645458555,-0.0298986587400033,0.0937287052020482,0.0146079898752853,-0.0414959184748924,0.130519999501013,0.0412091655144156,-0.047415381832443,0.100361815257434,0.0089135899166793,-0.0556188241214756
"24","CDOU_CHAM",0.113622188145892,0.0515440039788976,-0.0271281894797728,0.0955813327913248,0.02569573550288,-0.045904359800702,0.0926730751534646,0.0440858539312922,-0.0213425528617447,0.0766558760069134,0.0210367504573765,-0.0368517319718103
"25","CDOU_CMAR",0.0474892323987975,0.0469501597777042,0.078317803521959,0.0568674579701403,0.057275584985859,0.0697736655906041,0.0612203210447124,0.0610324425355213,0.086848010611472,0.0702016689685317,0.0698275674188389,0.0779350388805171
"26","CDOU_CORA",0.124201325128734,0.0785271839207733,0.0317017775771248,0.143046940004822,0.0851688652267704,0.0383444092158626,0.120761217457097,0.0776839215292579,0.0288683406167709,0.142359787764357,0.0878354921033506,0.0436256012389809
"27","CDOU_CUEV",0.083263115091689,0.0131457684817796,-0.0170390030134244,0.0586926357324705,-0.0112856038406603,-0.0309952853540939,0.103936228173215,0.0201993431775176,-0.0230374009736583,0.0682798707061221,-0.0110315950813825,-0.0363191425042144
"28","CDOU_DAPH",0.147165874491835,0.107471301277711,0.0763712054935067,0.158810029748392,0.112452027595441,0.0761109422881812,0.162026997699495,0.118477399728003,0.0822126087973819,0.177925118503017,0.127950002114036,0.0849854457930123
"29","CDOU_EGAS",0.153396632919126,0.125393166869235,0.102288603310809,0.162182092719925,0.127792283355996,0.0980245539615933,0.160243280331596,0.131918088824357,0.106485247130323,0.163164239865897,0.127674926406972,0.098750461414964
"30","CDOU_ELI",0.0760863432292774,0.0207382213317757,-0.0123104337391865,0.0761026644743232,0.0212602606045183,-0.0133349314001171,0.0784825973349268,0.0208202383917313,-0.00959635482652583,0.078147301632894,0.0216021106839779,-0.00966985858527997
"31","CDOU_GARD",0.085036447625578,0.0121745521031842,-0.0120338987721843,0.0681391082642783,-0.00358937231352326,-0.0211369473032304,0.0878884499698819,0.00875195910663912,-0.0162908080162556,0.0601683725577459,-0.013759179026028,-0.0285833929771626
"32","CDOU_PCAL",0.125263186795448,0.0897282673094975,0.0578416547932691,0.14633437461877,0.0987858007303226,0.0578272284793293,0.1197288670349,0.0850927301708203,0.0555290905361616,0.144501904620115,0.0984268244163101,0.0621778748506582
"33","CDOU_PESP",0.034173808905188,-0.00324905132781919,-0.00791627392184974,0.0322210705008311,0.00372499693331527,-0.00227099507017591,0.0399898126656171,-0.00318281218302875,-0.0090313538665813,0.0394287919280492,0.00574748949009433,-0.00191957954637103
"34","CDOU_PIN",0.0079738572851335,-0.00718091115498017,0.0469474818015014,0.0253220345169232,0.0130834135451326,0.0775600054731826,0.00530406681914351,-0.0124235865205559,0.0536757342763249,0.0258060766663678,0.0127324425486827,0.0871290906111166
"35","CDOU_PLAZ",0.140468242472659,0.0972788488449641,0.0659111397459989,0.153081224214321,0.103667083381823,0.0676511603467074,0.149970030299591,0.105300090131971,0.0714463974525318,0.16510421197464,0.115092616180094,0.0751224034470506
"36","CDOU_PMAN",0.0394309977341251,0.000416009322115163,-0.0201255852099204,0.0446327396441559,0.00861050397493859,-0.0137801943609731,0.0931762182282925,0.0372507330133279,-0.0126323636921532,0.0692742701181076,0.0147946788843537,-0.0275336127638589
"37","CDOU_PMOR",0.12744464072199,0.0552977376349613,-0.0174584062617936,0.101428824606465,0.025622666196687,-0.0361880134126876,0.120138380619953,0.0528869148125521,-0.0165945367850349,0.093829652469422,0.0232034278955946,-0.0347393164781497
"38","CDOU_PROJ",0.167517648337746,0.129062557755354,0.0948305045986389,0.164911043586125,0.120487102926152,0.0869665561179733,0.168366913699953,0.133199707036469,0.0986939955905802,0.165258899217499,0.124026376240072,0.0903966442175358
"39","CDOU_PVIC",-0.0165752686841008,-0.0284469099201919,0.0284600430564629,0.00144789117698937,-0.00234543407066915,0.0207325216520648,-0.0262035370999768,-0.0342899949377142,0.0254867236042201,-0.00827495271719315,-0.00789311287618784,0.0177697505713244
"40","CDOU_RED",-0.0445745517730428,-0.00600649789486392,0.119928887028209,-0.0508014710715854,-0.000378310163176892,0.0915355151223977,-0.0588447669181753,-0.0197320925602501,0.0994731012983556,-0.0605599942959535,-0.0108071817241363,0.074941473146603
