"","BAR.1","BAR.2","BAR.3","CDOU.2","CDOU.3","CDOU1.REDO.U","CHAM.1","CHAM.2","CHAM.3","CMAR.1","CMAR.2","CMAR.3","CORA.1","CORA.2","CORA.3","CUEV.1","CUEV.2","CUEV.3","DAPH.1","DAPH.2","DAPH.3","EGAS.1","EGAS.2","EGAS.3","ELI.1","ELI.2","ELI.3","GARD.1","GARD.2","GARD.3","PCAL.1","PCAL.2","PCAL.3","PESP.1","PESP.2","PESP.3","PIN.1","PIN.2","PIN.3","PLAZ.1","PLAZ.2","PLAZ.3","PMAN.1","PMAN.2","PMAN.3","PMOR.1","PMOR.2","PMOR.3","PROJ.1","PROJ.2","PROJ.3","PVIC.1","PVIC.2","PVIC.3","RED.1","RED.2","RED.3","SOMB.1","SOMB.2","SOMB.3","STAFE.1","STAFE.2","STAFE.3","SUAR.1","SUAR.2","SUAR.3","TOR.1","TOR.2","TOR.3"
"ASV_704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0
"ASV_71",0,0,0,87,0,77,0,163,0,459,385,159,0,99,0,1023,0,0,0,0,0,0,0,0,0,0,0,3059,326,0,0,0,0,0,0,55,114,519,310,0,87,444,1884,25,230,0,0,0,0,0,0,0,0,171,809,0,0,0,0,0,996,487,363,574,3722,1202,0,0,0
"ASV_716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0
"ASV_72",3632,4444,3350,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,8,42,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,327,289,2280,0,16,367,0,0,0,0,155,47,0,491,0,0,0,0,228,0,1512,0,0,108,0,0,261,0,0,0
"ASV_727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_73",0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,0,0,298,2995,0,0,0,0,0,0,0,0,0,0,8152,4807,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,438,0,96,0
"ASV_74",0,1687,0,720,311,91,319,788,905,0,1257,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,571,2367,0,0,0,79,0,0,0,279,0,0,0,59,199,0,3076,0,187,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,0
"ASV_743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0
"ASV_745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_75",0,0,0,0,209,89,855,561,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,86,0,0,0,0,0,0,0,124,1861,341,0,0,0,0,0,0,576,12,0,3678,2537,2322,0,0,0,0,0,0,46,17,0,0,0,0,0,0,0,0,0,0,0,2357,0
"ASV_750",0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_757",0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_76",9716,1919,4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_767",0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_768",0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_77",0,0,174,0,138,0,473,609,0,0,178,155,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,126,1228,203,0,0,0,102,9811,35,0,0,248,0,0,0,0,0,0,0,0,25,0,0,0,187,0,321,0,0,0,0,0,86,0,1263,0,0,0,0
"ASV_772",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"ASV_778",0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_78",0,0,0,0,0,0,0,0,0,0,496,360,62,0,426,0,457,0,0,0,0,710,0,0,0,0,0,895,0,252,852,2521,270,0,0,0,247,69,287,0,227,1425,0,0,0,0,0,0,0,0,23,0,510,0,293,35,151,166,925,678,164,135,357,2099,337,345,0,0,0
"ASV_782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8",0,0,0,0,0,0,0,0,0,150,1020,0,0,144,0,0,0,0,0,0,0,801,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10901,278938,11723,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_80",5283,2353,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,101,0,0,0,66,679,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,75,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_81",536,587,0,1436,48,52,2463,1113,281,0,0,114,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,204,0,0,918,665,0,259,62,536,0,0,0,0,0,23,0,0,110,274,21,214,0,0,0,331,0,389,0,0,1089,0,1477,226
"ASV_814",0,0,0,13,33,0,0,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_82",0,0,0,0,648,43,0,0,0,151,0,115,0,319,226,0,0,0,529,377,693,711,560,506,0,0,0,0,0,0,0,0,0,131,0,189,3,0,0,0,208,252,0,0,0,0,0,454,179,0,295,0,0,0,0,0,0,2751,1364,0,1908,173,68,0,0,0,0,0,0
"ASV_827",0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_83",641,301,187,0,330,35,0,0,0,0,0,817,0,0,0,0,151,470,0,64,311,0,0,0,53,269,97,741,1985,6,0,0,690,0,0,0,0,0,0,271,600,0,493,0,0,0,0,0,0,0,0,0,452,575,0,0,0,2090,195,91,512,427,0,0,0,0,0,383,0
"ASV_836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_85",0,0,0,1285,665,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,412,592,0,0,0,1763,388,2034,0,0,0,0,0,0,0,160,0,0,0,0,2665,0,193
"ASV_86",0,0,0,0,0,0,0,0,0,159,93,542,137,48,163,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,1639,4716,325,0,0,0,170,99,458,0,0,0,304,0,0,0,0,0,0,0,0,0,0,461,0,21,0,0,0,0,0,0,0,1044,0,0,0,0,0
"ASV_860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_88",2383,937,814,0,0,0,3478,0,0,0,0,0,0,0,0,376,0,0,0,13,0,637,0,183,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,111,1164,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0
"ASV_89",0,0,0,571,393,480,2657,2352,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,437,393,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_893",0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_895",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,30,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9",0,0,0,532,1944,221,1555,1391,3829,232,267,256,285,1209,3788,1081,622,0,0,0,68,634,394,4361,0,0,0,217,0,349,872,1760,463,0,822,0,0,0,101,1227,1696,4538,0,0,0,628,302,0,2356,6954,373,589,762,1478,111798,8295,71015,0,388,0,0,105,0,0,195,641,0,164,0
"ASV_902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_91",0,0,91,0,0,0,317,1266,0,144,585,467,0,361,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,2093,0,0,0,0,260,282,175,87,0,0,0,0,0,0,0,0,0,276,0,0,0,100,961,8,510,0,0,0,11,75,0,0,498,0,0,0,0
"ASV_917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_922",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_93",0,0,0,0,0,0,0,0,0,370,75,109,0,214,0,2135,827,0,0,0,0,0,0,87,0,0,0,0,659,463,416,742,602,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,435,605,0,0,0,0,0,0,0,0,0,0,749,698,0,0,0,0
"ASV_933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,74,0,0,0,0
"ASV_94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,0,0,0,0,0,0,6629,1396,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_95",0,0,0,0,227,0,479,0,79,0,0,0,0,0,0,1958,1078,0,0,0,0,0,0,0,0,0,0,0,314,780,59,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,1826,402,0,0,0,19,0,0,0,0,86,0,0,739,453,0,0,0
"ASV_953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
"ASV_956",0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_97",0,0,0,0,0,0,0,0,0,0,0,0,135,800,1484,0,0,0,15,50,1064,0,0,0,0,0,0,0,632,0,512,443,821,0,0,0,187,223,213,0,0,345,0,0,0,0,0,0,331,178,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
"ASV_98",589,1062,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,216,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_980",0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_988",0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_99",0,0,0,0,0,0,0,0,0,66,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,301,220,371,412,346,439,0,0,114,0,0,0,0,0,62,0,0,0,0,0,0,785,0,0,982,113,2724,0,0,203,0,0,0
"ASV_992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
